type,Gene,MeanLog10_exp,Called_sites,frac_mono,frac_poly,pi,exp bin
NS,10G093900,2.4983636647159,735,0.986394557823129,0.0136054421768707,0.00192380199551121,2.4
NS,04G196900,2.49288652188813,1114,0.996409335727109,0.00359066427289048,9.14E-05,2.4
NS,06G066100,2.49234994284053,3126,0.990403071017274,0.00959692898272552,0.000502288899635594,2.4
NS,14G122500,2.48973410993772,321,0.990654205607476,0.00934579439252336,0.00293248192223232,2.4
NS,06G172200,2.48115872526237,460,0.98695652173913,0.0130434782608695,0.00151810225970497,2.4
NS,04G172600,2.47530891145567,1446,0.964038727524204,0.0359612724757952,0.00286658534902969,2.4
NS,11G017400,2.47485870958566,857,0.978996499416569,0.0210035005834305,0.0050377017604841,2.4
NS,09G128040,2.47407360712932,1165,0.991416309012875,0.00858369098712446,0.00260092640864649,2.4
NS,09G090500,2.4692904883341,1512,0.987433862433862,0.0125661375661375,0.00171284265934148,2.4
NS,04G115900,2.46882753143624,1009,0.97621407333994,0.0237859266600594,0.0033337801800447,2.4
NS,05G056400,2.46485595545936,756,0.997354497354497,0.00264550264550264,0.000704506743322949,2.4
NS,09G005200,2.464627441272,2034,0.990167158308751,0.00983284169124877,0.00143741023860447,2.4
NS,07G035100,2.46292285355023,484,0.987603305785124,0.012396694214876,0.00123413368456989,2.4
NS,10G139300,2.45741143057919,1320,0.982575757575757,0.0174242424242424,0.00317563927511417,2.4
NS,11G003300,2.45543665244,696,0.989942528735632,0.0100574712643678,0.000335098884732261,2.4
NS,14G019600,2.45506702011317,480,0.989583333333333,0.0104166666666666,0.000750190948868044,2.4
NS,08G181500,2.4532673994778,498,0.985943775100401,0.0140562248995983,0.00375971957899595,2.4
NS,13G018400,2.45269725336261,1867,0.975361542581681,0.0246384574183181,0.00570476495834536,2.4
NS,05G058100,2.44719589069951,1153,0.975715524718126,0.0242844752818733,0.00295766529597862,2.4
NS,07G048600,2.44669536069983,628,0.987261146496815,0.0127388535031847,0.00224131462809355,2.4
NS,09G120900,2.44626829124982,1474,0.96472184531886,0.0352781546811397,0.00624800431461783,2.4
NS,04G155400,2.44595692894461,466,0.978540772532188,0.0214592274678111,0.00342057121180505,2.4
NS,03G079700,2.44374074718658,495,0.945454545454545,0.0545454545454545,0.00585687649901686,2.4
NS,12G151000,2.43927849477241,660,0.984848484848484,0.0151515151515151,0.00214605063453307,2.4
NS,14G283500,2.43890487682353,914,0.981400437636761,0.0185995623632385,0.00255174000003197,2.4
NS,08G098600,2.43824901572662,617,0.985413290113452,0.0145867098865478,0.00192864438335771,2.4
NS,06G181200,2.43786314076652,1119,0.986595174262734,0.0134048257372654,0.0014881426084812,2.4
NS,14G125200,2.43664661792332,526,0.979087452471482,0.0209125475285171,0.00484468253961245,2.4
NS,14G090800,2.43551104415795,1333,0.987996999249812,0.0120030007501875,0.00118817392411175,2.4
NS,05G017100,2.43284320196869,330,0.996969696969697,0.00303030303030303,3.50E-05,2.4
NS,07G073900,2.43019308267629,841,0.99167657550535,0.00832342449464922,0.000892558789096623,2.4
NS,06G069300,2.42960748883936,624,0.995192307692307,0.0048076923076923,0.000864999533825142,2.4
NS,10G096600,2.42717267632138,1499,0.992661774516344,0.00733822548365577,0.000251458965587576,2.4
NS,08G146500,2.4246864636732,659,0.987860394537177,0.0121396054628224,0.000626128145825007,2.4
NS,12G131900,2.42457133589679,676,0.979289940828402,0.0207100591715976,0.00296007420768558,2.4
NS,03G124300,2.42409984601438,402,0.99502487562189,0.00497512437810945,0.000585592258326149,2.4
NS,05G138600,2.42116866006408,2042,0.995592556317335,0.00440744368266405,0.00123136452442128,2.4
NS,10G070500,2.41362093879258,2065,0.987409200968523,0.0125907990314769,0.0010709699851276,2.4
NS,08G089000,2.41322462264365,1532,0.992167101827676,0.00783289817232375,0.000564460614118151,2.4
NS,12G159600,2.41303534348736,493,0.959432048681541,0.0405679513184584,0.00343999003790213,2.4
NS,04G217800,2.41266114005562,400,0.9925,0.0075,0.00133697676232576,2.4
NS,10G042100,2.41117206147552,273,1,0,0,2.4
NS,06G114600,2.40876930788186,1295,0.983011583011583,0.0169884169884169,0.00238429745069314,2.4
NS,04G115800,2.40299345800262,1871,0.987172634954569,0.0128273650454302,0.0018513633130898,2.4
NS,04G170800,2.40021990363268,1707,0.976567076742823,0.0234329232571763,0.00290278806189768,2.4
NS,11G020700,2.39883189045989,515,0.994174757281553,0.0058252427184466,0.000137954732524706,2.2
NS,10G156900,2.39752728456895,3071,0.991208075545424,0.00879192445457505,0.00145467025388891,2.2
NS,13G023500,2.39645340094274,431,0.988399071925754,0.0116009280742459,0.00322451590839403,2.2
NS,08G232700,2.39444787242456,736,0.991847826086956,0.00815217391304347,0.00143918025422858,2.2
NS,13G164500,2.39436258402061,833,0.967587034813925,0.0324129651860744,0.00483341128491463,2.2
NS,02G064600,2.3919645080289,740,0.991891891891891,0.0081081081081081,0.00108500069040174,2.2
NS,13G184800,2.39044363025145,1051,0.997145575642245,0.00285442435775451,0.000619610039232021,2.2
NS,13G128300,2.38607677789309,597,0.973199329983249,0.0268006700167504,0.00451003207926067,2.2
NS,10G167200,2.38370143111822,1280,0.99453125,0.00546875,0.00123275260549738,2.2
NS,03G072400,2.38215933810878,1637,0.983506414172266,0.0164935858277336,0.00265507973702236,2.2
NS,14G050700,2.38178542322697,1302,0.979262672811059,0.02073732718894,0.00200861211949131,2.2
NS,04G199300,2.38169318709451,1126,0.996447602131438,0.00355239786856127,5.86E-05,2.2
NS,02G076100,2.38024122230732,1333,0.981995498874718,0.0180045011252813,0.0027261105483297,2.2
NS,02G142300,2.37655303106752,716,0.953910614525139,0.0460893854748603,0.00920993009693202,2.2
NS,06G091300,2.3764464925502,1937,0.980898296334538,0.019101703665462,0.00331992758914651,2.2
NS,04G076700,2.3750684929852,413,0.987893462469733,0.0121065375302663,0.00328451104659676,2.2
NS,13G156500,2.37490429506722,7004,0.989434608794974,0.0105653912050257,0.00052574973384279,2.2
NS,14G247500,2.37461837813281,1393,0.979899497487437,0.0201005025125628,0.00379666554640953,2.2
NS,02G110300,2.37410623097969,1888,0.986228813559322,0.0137711864406779,0.00169436588018091,2.2
NS,06G138500,2.37280703059173,540,0.992592592592592,0.0074074074074074,0.000306152116625629,2.2
NS,12G036200,2.37228959194697,1172,0.991467576791808,0.00853242320819112,0.000704938625024601,2.2
NS,14G287900,2.36799880004983,1114,0.989228007181328,0.0107719928186714,0.000861611243387601,2.2
NS,02G036600,2.36633182227208,1187,0.985678180286436,0.0143218197135636,0.00195401893166513,2.2
NS,13G089300,2.36470498930516,245,0.991836734693877,0.00816326530612245,0.00250997701963259,2.2
NS,04G037000,2.3597414438411,247,0.979757085020243,0.020242914979757,0.00389433971610369,2.2
NS,03G082200,2.35925870497418,1327,0.986435568952524,0.0135644310474755,0.00215159760676418,2.2
NS,04G107300,2.35638064079656,4430,0.993905191873589,0.00609480812641083,0.000531181248475538,2.2
NS,05G094800,2.35590297792979,450,0.991111111111111,0.00888888888888888,0.00140753250058182,2.2
NS,10G115100,2.35380494047854,1402,0.993580599144079,0.00641940085592011,0.00155816484158298,2.2
NS,08G229200,2.35264817443529,1351,0.980014803849,0.0199851961509992,0.00273511437501021,2.2
NS,13G179500,2.34719787906525,832,0.98076923076923,0.0192307692307692,0.00359156296589859,2.2
NS,14G238100,2.34643660150403,214,0.990654205607476,0.00934579439252336,0.000696023942093301,2.2
NS,04G208700,2.34333521133646,412,0.992718446601941,0.00728155339805825,0.000830218824177371,2.2
NS,13G173700,2.34116168494132,490,0.993877551020408,0.00612244897959183,0.000794220725472956,2.2
NS,08G210200,2.34108903111879,906,0.97682119205298,0.0231788079470198,0.00400622254499387,2.2
NS,10G105400,2.33799688841454,1125,0.991111111111111,0.00888888888888888,0.00221441124169221,2.2
NS,06G152500,2.33356164985527,802,0.987531172069825,0.0124688279301745,0.00187482086331716,2.2
NS,06G011500,2.33299646402497,390,0.966666666666666,0.0333333333333333,0.0060850399531842,2.2
NS,11G134300,2.33203364317815,486,0.995884773662551,0.00411522633744856,0.00028571167755928,2.2
NS,06G048800,2.33160254236117,384,0.994791666666666,0.00520833333333333,0.00250864117053062,2.2
NS,14G288500,2.3305870344244,827,0.996372430471584,0.00362756952841596,0.000593861725496259,2.2
NS,12G141100,2.32947588770664,757,0.988110964332893,0.011889035667107,0.000845935278416445,2.2
NS,09G033300,2.32835381855631,1809,0.993919292426755,0.00608070757324488,0.00132097695040867,2.2
NS,04G211100,2.327968594973,264,0.984848484848484,0.0151515151515151,0.00209071010989049,2.2
NS,06G028200,2.32605356826982,396,0.987373737373737,0.0126262626262626,0.000837217974046669,2.2
NS,07G016400,2.32537557344595,1392,0.995689655172413,0.0043103448275862,0.000593775029736804,2.2
NS,06G023000,2.32454957143771,4111,0.992216005837995,0.00778399416200437,0.000414390739007231,2.2
NS,09G072400,2.3241491244097,781,0.969270166453265,0.0307298335467349,0.00687117768128896,2.2
NS,02G061400,2.32352250690317,479,0.987473903966597,0.0125260960334029,0.00201228960614011,2.2
NS,02G082900,2.32327801027694,1505,0.980066445182724,0.0199335548172757,0.00102685915698428,2.2
NS,11G090500,2.32182385021615,890,0.987640449438202,0.0123595505617977,0.00121046872361827,2.2
NS,08G223200,2.32106182662043,969,0.994840041279669,0.00515995872033023,0.000326044506638892,2.2
NS,06G154800,2.3182318091811,268,0.996268656716418,0.00373134328358208,0.000249896620148212,2.2
NS,09G127300,2.31594426617849,1193,0.983235540653813,0.016764459346186,0.0028947681297502,2.2
NS,04G012100,2.31180605732399,403,0.987593052109181,0.0124069478908188,0.00107050027450043,2.2
NS,03G085100,2.3092796807851,2057,0.987360233349538,0.0126397666504618,0.0011742668840837,2.2
NS,09G087500,2.30604638806285,3104,0.974871134020618,0.0251288659793814,0.00362695257756912,2.2
NS,12G091100,2.30301538907305,1443,0.981288981288981,0.0187110187110187,0.00330018848958972,2.2
NS,13G125600,2.30237802754318,780,0.983333333333333,0.0166666666666666,0.00119694322035087,2.2
NS,07G036700,2.30181083252261,366,0.948087431693989,0.0519125683060109,0.00691691943453491,2.2
NS,13G123800,2.30117758329706,685,0.985401459854014,0.0145985401459854,0.000662307413955306,2.2
NS,13G015700,2.30113703672537,943,0.980911983032873,0.0190880169671261,0.001658063939222,2.2
NS,01G001300,2.30084891316066,294,1,0,0,2.2
NS,08G219200,2.30035218806953,462,0.991341991341991,0.00865800865800865,0.000115858432045821,2.2
NS,08G137900,2.29992781248148,769,0.984395318595578,0.0156046814044213,0.0028675020459701,2.2
NS,02G051400,2.29795509538929,1263,0.9944576405384,0.00554235946159936,0.00117894033129382,2.2
NS,03G121700,2.29604807437783,784,0.98469387755102,0.0153061224489795,0.000764850910185387,2.2
NS,12G146200,2.29567584412533,772,0.988341968911917,0.0116580310880829,0.00370994174650726,2.2
NS,04G204300,2.29537414355393,730,0.998630136986301,0.00136986301369863,1.57E-05,2.2
NS,04G102700,2.29489217037613,1562,0.985275288092189,0.0147247119078105,0.00228785499660374,2.2
NS,08G171700,2.2929230397472,810,0.985185185185185,0.0148148148148148,0.00188625378356482,2.2
NS,10G167000,2.29266497679236,1399,0.960686204431736,0.039313795568263,0.00719933740850175,2.2
NS,10G113800,2.29262527762156,489,0.977505112474437,0.0224948875255623,0.00128964198378926,2.2
NS,12G123800,2.29185480374846,897,0.99108138238573,0.00891861761426978,0.0023431846038838,2.2
NS,06G004400,2.28808303185495,483,0.997929606625258,0.0020703933747412,0.000252079221191949,2.2
NS,10G049300,2.28686293307702,988,0.991902834008097,0.00809716599190283,0.00115861703297134,2.2
NS,04G099400,2.28600411798436,1221,0.979524979524979,0.0204750204750204,0.00137016642551203,2.2
NS,08G221900,2.28550881864342,338,0.961538461538461,0.0384615384615384,0.00783282253449565,2.2
NS,04G060400,2.28415831523172,1287,0.989121989121989,0.0108780108780108,0.000524180683776958,2.2
NS,10G160200,2.28314900074649,293,0.979522184300341,0.0204778156996587,0.00247589608950468,2.2
NS,08G192764,2.28032320152335,1239,0.993543179983858,0.00645682001614205,0.000963318797677289,2.2
NS,10G073600,2.27886361261482,1015,0.970443349753694,0.0295566502463054,0.0039941799706261,2.2
NS,09G126700,2.27884356880293,1324,0.978851963746223,0.0211480362537764,0.00122618671116013,2.2
NS,13G009700,2.27738368281875,2362,0.96359017781541,0.0364098221845893,0.00226726182602606,2.2
NS,04G019800,2.2770481050166,2782,0.979151689432063,0.0208483105679367,0.00238523112888727,2.2
NS,03G009300,2.27621200450074,2121,0.972182932578972,0.0278170674210278,0.00550315007917772,2.2
NS,05G136300,2.27384619133416,772,0.993523316062176,0.00647668393782383,0.00116241352000693,2.2
NS,07G023100,2.27328828750594,1209,0.990074441687344,0.00992555831265508,0.00185922629097008,2.2
NS,13G068500,2.27317795189421,1077,0.963788300835654,0.0362116991643454,0.00252790659983044,2.2
NS,12G155200,2.27219450153749,276,0.981884057971014,0.0181159420289855,0.00197020470563239,2.2
NS,04G005900,2.2717110697982,1634,0.979804161566707,0.0201958384332925,0.00349050716534883,2.2
NS,02G032500,2.27127025194043,2035,0.982309582309582,0.0176904176904176,0.00258641150417938,2.2
NS,14G309400,2.26981958055287,700,0.991428571428571,0.00857142857142857,0.000847027728515311,2.2
NS,08G169500,2.26690333888774,1404,0.983618233618233,0.0163817663817663,0.000918567038550247,2.2
NS,14G077500,2.26604837228854,831,0.985559566787003,0.0144404332129963,0.00136819144444965,2.2
NS,11G096600,2.26548278140925,669,0.992526158445441,0.00747384155455904,0.000702282976270863,2.2
NS,06G059400,2.26509371280589,794,0.963476070528967,0.0365239294710327,0.00281277563551234,2.2
NS,13G036500,2.26388270868,1816,0.990638766519823,0.00936123348017621,0.00217754857696532,2.2
NS,02G116200,2.26279488671658,2099,0.98475464506908,0.0152453549309194,0.00307937966300781,2.2
NS,08G127800,2.26264152221977,333,1,0,0,2.2
NS,14G050200,2.26184149249235,956,0.997907949790795,0.00209205020920502,8.30E-05,2.2
NS,08G025200,2.26066480674621,1008,0.98015873015873,0.0198412698412698,0.00207772679572184,2.2
NS,10G051900,2.26040596219972,818,0.985330073349633,0.0146699266503667,0.00102428564806506,2.2
NS,06G184000,2.25873826608686,1756,0.974943052391799,0.0250569476082004,0.00361491284056019,2.2
NS,14G010000,2.25801535381803,1401,0.994289793004996,0.00571020699500356,0.00116309033458764,2.2
NS,04G068600,2.25594960277179,1736,0.992511520737327,0.00748847926267281,0.00147311753091207,2.2
NS,02G036500,2.25511304953123,2076,0.986030828516377,0.0139691714836223,0.00129345823107885,2.2
NS,14G303700,2.25505077063958,832,1,0,0,2.2
NS,05G043200,2.2548764391107,1103,0.99002719854941,0.0099728014505893,0.00159884794986483,2.2
NS,02G035200,2.25413134858338,758,0.978891820580475,0.021108179419525,0.00341534835262422,2.2
NS,12G000500,2.25343576640652,406,0.982758620689655,0.0172413793103448,0.000370324257446039,2.2
NS,02G017000,2.25228579011468,1345,0.982899628252788,0.0171003717472118,0.00344470102305167,2.2
NS,09G128021,2.25111696910909,457,0.986870897155361,0.0131291028446389,0.00216543955768312,2.2
NS,08G098100,2.24849161028146,692,1,0,0,2.2
NS,13G060200,2.24730863766589,699,0.992846924177396,0.00715307582260372,0.000916222008631944,2.2
NS,01G062200,2.24717571065954,1218,0.987684729064039,0.0123152709359605,0.00108184402335074,2.2
NS,06G029100,2.24639380099744,331,0.984894259818731,0.0151057401812688,0.000632342108008191,2.2
NS,08G208900,2.24633456740534,1389,0.986321094312455,0.0136789056875449,0.00272139113714547,2.2
NS,06G096100,2.24357204728538,346,0.99421965317919,0.00578034682080924,0.000714772057852451,2.2
NS,14G234700,2.24295833442232,432,0.962962962962962,0.037037037037037,0.00488761355571337,2.2
NS,10G041700,2.24202340509233,747,0.977242302543507,0.0227576974564926,0.000841471320140731,2.2
NS,14G124300,2.24187555954022,3526,0.984968803176403,0.0150311968235961,0.00124767848464031,2.2
NS,09G091900,2.24166902188408,353,0.988668555240793,0.0113314447592068,0.00368964512634406,2.2
NS,12G143900,2.23955393596019,1337,0.980553477935676,0.0194465220643231,0.00263036853460034,2.2
NS,09G083500,2.23849219515249,270,0.988888888888888,0.0111111111111111,0.000657557460251015,2.2
NS,08G063600,2.2380362342728,1526,0.972477064220183,0.0275229357798165,0.00465955297692012,2.2
NS,12G120100,2.23737507838419,490,0.981632653061224,0.0183673469387755,0.00065110725196439,2.2
NS,10G080200,2.23682182363248,1606,0.982565379825653,0.0174346201743462,0.00188804065805647,2.2
NS,11G091200,2.23643910720663,781,0.992317541613316,0.00768245838668373,0.000555313818654245,2.2
NS,02G136300,2.23605162572824,1350,0.995555555555555,0.00444444444444444,0.000359626332785405,2.2
NS,14G227700,2.23592427559089,421,0.976247030878859,0.0237529691211401,0.0042542914300311,2.2
NS,13G124700,2.23422049068896,549,0.972677595628415,0.0273224043715847,0.00646268615063991,2.2
NS,04G199000,2.23387618754653,1529,0.991497710922171,0.00850228907782864,0.000982818808276128,2.2
NS,11G069200,2.2335186659603,330,0.984848484848484,0.0151515151515151,0.00523718407131341,2.2
NS,11G046500,2.23302325896849,788,0.986040609137055,0.0139593908629441,0.00175135523532635,2.2
NS,05G010200,2.23212364685398,368,0.989130434782608,0.0108695652173913,0.000687048743724642,2.2
NS,06G026600,2.2316124819901,1573,0.978385251112523,0.0216147488874761,0.00268700832077803,2.2
NS,14G276200,2.22977526259506,479,1,0,0,2.2
NS,08G034800,2.22876628588997,9422,0.979516026321375,0.0204839736786244,0.00150469304454469,2.2
NS,06G093900,2.22729689876093,392,0.98469387755102,0.0153061224489795,0.00404027063324422,2.2
NS,02G138800,2.22682481109794,2971,0.968024234264557,0.0319757657354426,0.00357874440391246,2.2
NS,13G177800,2.22636670053151,241,0.987551867219917,0.0124481327800829,0.00287636167376907,2.2
NS,09G054100,2.2263034307511,605,0.996694214876033,0.00330578512396694,7.20E-05,2.2
NS,14G155300,2.22552211430762,281,0.99644128113879,0.00355871886120996,4.07E-05,2.2
NS,14G197100,2.22491197018746,668,0.991017964071856,0.00898203592814371,0.000735502068177694,2.2
NS,14G003200,2.22283874150339,908,0.973568281938326,0.026431718061674,0.00221480171682441,2.2
NS,14G087100,2.22276397220019,1134,0.993827160493827,0.00617283950617283,0.00185262380038637,2.2
NS,04G146800,2.22107829399934,610,0.996721311475409,0.00327868852459016,5.43E-05,2.2
NS,06G026800,2.22063683350758,478,0.960251046025104,0.0397489539748954,0.00545503393253869,2.2
NS,06G015200,2.21964377301269,217,0.981566820276497,0.0184331797235023,0.00344696057279089,2.2
NS,13G150600,2.21804601694543,277,0.985559566787003,0.0144404332129963,0.00376316545252456,2.2
NS,14G299300,2.21747358542477,2269,0.990744821507271,0.00925517849272807,0.000481563163696813,2.2
NS,14G275500,2.21743058035681,981,0.991845056065239,0.00815494393476045,0.000920910375287839,2.2
NS,04G031200,2.21691233069113,539,0.970315398886827,0.0296846011131725,0.00458602991964774,2.2
NS,14G212900,2.216822992765,839,0.996424314660309,0.0035756853396901,6.67E-05,2.2
NS,05G138200,2.21598699275993,1024,0.97265625,0.02734375,0.00160271372490187,2.2
NS,14G278400,2.21595300922942,848,0.988207547169811,0.0117924528301886,0.00184650959697326,2.2
NS,14G082700,2.21514375051498,753,0.98937583001328,0.0106241699867197,0.00189690614663151,2.2
NS,14G168800,2.21424190808226,1958,0.993360572012257,0.00663942798774259,0.000762753697527646,2.2
NS,14G071700,2.21124307210588,751,0.990679094540612,0.00932090545938748,0.00294799363599479,2.2
NS,11G018500,2.21083127878233,909,0.996699669966996,0.0033003300330033,0.00111547593455362,2.2
NS,14G070700,2.21049974817523,2185,0.986270022883295,0.0137299771167048,0.00181482180814103,2.2
NS,08G036100,2.21007243538007,908,0.991189427312775,0.00881057268722467,0.00250432811961178,2.2
NS,07G079300,2.20932044138822,1872,0.989850427350427,0.0101495726495726,0.00210805923411459,2.2
NS,13G066700,2.20846457345848,1778,0.992688413948256,0.00731158605174353,0.0003990399807616,2.2
NS,14G039200,2.20830262244152,911,0.994511525795828,0.00548847420417124,0.00164727856239474,2.2
NS,01G030900,2.20737828748521,420,0.988095238095238,0.0119047619047619,0.000910669810874726,2.2
NS,06G069500,2.2071632773716,533,0.99437148217636,0.00562851782363977,0.00112812960373475,2.2
NS,11G000500,2.20706909689678,1340,0.992537313432835,0.00746268656716417,0.000155666645807026,2.2
NS,02G052900,2.20557487495042,269,0.981412639405204,0.0185873605947955,0.00347427576688174,2.2
NS,10G080400,2.20547616747639,1516,0.988786279683377,0.0112137203166226,0.00116103519511433,2.2
NS,08G071500,2.20511097035957,479,0.995824634655532,0.00417536534446764,4.70E-05,2.2
NS,12G003900,2.20399458115287,677,0.985228951255539,0.0147710487444608,0.00337558040570325,2.2
NS,10G070600,2.20353500708621,441,0.975056689342403,0.0249433106575963,0.00451156613426508,2.2
NS,11G134700,2.20202326303119,690,0.991304347826087,0.00869565217391304,0.000674760666622023,2.2
NS,07G056600,2.20153871506788,1068,0.972846441947565,0.0271535580524344,0.00644657940935935,2.2
NS,08G174400,2.19977922537595,773,0.992238033635187,0.00776196636481241,0.00133850852277332,2
NS,06G189200,2.19920016469074,963,0.977154724818276,0.0228452751817237,0.00483387445057039,2
NS,09G100100,2.19788099610466,1574,0.98856416772554,0.0114358322744599,0.00240252962878251,2
NS,12G010400,2.19712975682985,295,0.966101694915254,0.0338983050847457,0.0029686486403869,2
NS,02G051200,2.19708080482691,1183,0.977176669484361,0.0228233305156382,0.00344417893719087,2
NS,01G099400,2.19658127647225,1231,0.977254264825345,0.0227457351746547,0.00348663371083009,2
NS,08G167800,2.19591350001349,1449,0.974465148378191,0.0255348516218081,0.00102807088716294,2
NS,01G028200,2.19570905976794,1729,0.992481203007518,0.0075187969924812,0.000371838562862813,2
NS,02G067700,2.19553888579344,654,0.992354740061162,0.00764525993883792,0.00151348666313967,2
NS,03G120200,2.19414050805646,440,0.988636363636363,0.0113636363636363,0.000629472688972749,2
