chr,geneID,Mbp,cM,predLoess,cMLeft,cMRight,MbpLeft,MbpRight,meancM,meanMbp,recombRate
Chr_01,MgIM767.01G001100,0.096013,0.0377777795648766,-0.0251033642319005,0.0141560365248923,0.0127953085956668,0.004622,0.0042075,0.0134756725602796,0.00441475,3.05242030925411
Chr_01,MgIM767.01G001200,0.100635,0.0446610884760154,-0.0109473277070081,0.00737174990695566,0.0141560365248923,0.00239349999999999,0.004622,0.010763893215924,0.00350775,3.06860329724867
Chr_01,MgIM767.01G001300,0.1030285,0.0482256059746764,-0.00357557780005248,0.00906056027308696,0.00737174990695566,0.0029295,0.00239349999999999,0.00821615509002131,0.0026615,3.0870392973967
Chr_01,MgIM767.01G001400,0.105958,0.0525883609411803,0.00548498247303449,0.00789740530975059,0.00906056027308696,0.0025425,0.0029295,0.00847898279141878,0.002736,3.09904341791622
Chr_01,MgIM767.01G001500,0.1085005,0.0563747765419096,0.0133823877827851,0.0130955802974287,0.00789740530975059,0.004194,0.0025425,0.0104964928035897,0.00336825,3.11630455090615
Chr_01,MgIM767.01G001600,0.1126945,0.0626206868779798,0.0264779680802138,0.0113635812890979,0.0130955802974287,0.0036175,0.004194,0.0122295807932633,0.00390575,3.13117347327999
Chr_01,MgIM767.01G001700,0.116312,0.0680080451614166,0.0378415493693117,0.00945091416486457,0.0113635812890979,0.0029935,0.0036175,0.0104072477269812,0.0033055,3.14846399243118
Chr_01,MgIM767.01G001800,0.1193055,0.0724661120643794,0.0472924635341763,0.00764621348051151,0.00945091416486457,0.00241200000000001,0.0029935,0.00854856382268804,0.00270275,3.16291326341246
Chr_01,MgIM767.01G001900,0.1217175,0.0840000429037329,0.0549386770146878,0.0121659248382177,0.00764621348051151,0.0038205,0.00241200000000001,0.00990606915936461,0.00311625000000001,3.17884289109173
Chr_01,MgIM767.01G002000,0.125538,0.103701210153416,0.0671046018529055,0.0148293976033477,0.0121659248382177,0.00462899999999999,0.0038205,0.0134976612207827,0.00422475,3.19490176241973
Chr_01,MgIM767.01G002100,0.130167,0.1135095117777,0.0819339994562533,0.00936362987492353,0.0148293976033477,0.00290699999999999,0.00462899999999999,0.0120965137391356,0.00376799999999999,3.21032742546063
Chr_01,MgIM767.01G002200,0.133074,0.11699471584557,0.0912976293311768,0.0114354300093599,0.00936362987492353,0.0035335,0.00290699999999999,0.0103995299421417,0.00322024999999999,3.22941695276507
Chr_01,MgIM767.01G002300,0.1366075,0.121231031144441,0.102733059340537,0.0095424908722988,0.0114354300093599,0.00293450000000001,0.0035335,0.0104889604408293,0.003234,3.24333965393609
Chr_01,MgIM767.01G002400,0.139542,0.124749204979034,0.112275550212835,0.00955670206252561,0.0095424908722988,0.00292600000000001,0.00293450000000001,0.00954959646741221,0.00293025000000001,3.2589698719946
Chr_01,MgIM767.01G002500,0.142468,0.128257188158459,0.121832252275361,0.0122195452099757,0.00955670206252561,0.00372249999999999,0.00292600000000001,0.0108881236362506,0.00332425,3.27536245356115
Chr_01,MgIM767.01G002600,0.1461905,0.132720095672269,0.134051797485337,0.011066411462046,0.0122195452099757,0.003353,0.00372249999999999,0.0116429783360108,0.00353774999999999,3.29106871203755
Chr_01,MgIM767.01G002700,0.1495435,0.13674000941137,0.145118208947383,0.0114583586352336,0.011066411462046,0.0034535,0.003353,0.0112623850486398,0.00340325,3.30930288654663
Chr_01,MgIM767.01G002800,0.152997,0.140880412661589,0.156576567582616,0.010607513096962,0.0114583586352336,0.0031805,0.0034535,0.0110329358660978,0.003317,3.32617903711119
Chr_01,MgIM767.01G002900,0.1561775,0.144693516045786,0.167184080679578,0.019598687075823,0.010607513096962,0.00583449999999999,0.0031805,0.0151031000863925,0.0045075,3.35066003025901
Chr_01,MgIM767.01G003000,0.162012,0.151930399363541,0.186782767755401,0.0428239399674199,0.019598687075823,0.01256,0.00583449999999999,0.0312113135216214,0.00919725,3.39354845433379
Chr_01,MgIM767.01G003100,0.174572,0.167593455695723,0.229606707722821,0.00909393500330039,0.0428239399674199,0.002634,0.01256,0.0259589374853602,0.00759700000000001,3.41699848431751
Chr_01,MgIM767.01G003200,0.177206,0.170878208114431,0.238700642726122,0.0137879165725913,0.00909393500330039,0.00397149999999999,0.002634,0.0114409257879459,0.00330274999999999,3.46406049139229
Chr_01,MgIM767.01G003300,0.1811775,0.175830901444308,0.252488559298713,0.0179249755602683,0.0137879165725913,0.0051235,0.00397149999999999,0.0158564460664298,0.0045475,3.48684905254092
Chr_01,MgIM767.01G003400,0.186301,0.182327765116807,0.270413534858981,0.0112719321677896,0.0179249755602683,0.00319900000000001,0.0051235,0.014598453864029,0.00416125000000001,3.50818957381291
Chr_01,MgIM767.01G003500,0.1895,0.189445111310934,0.281685467026771,0.0121890341987364,0.0112719321677896,0.00343950000000001,0.00319900000000001,0.011730483183263,0.00331925000000001,3.53407642788671
Chr_01,MgIM767.01G003600,0.1929395,0.197097537767545,0.293874501225507,0.0080167359642549,0.0121890341987364,0.00225099999999998,0.00343950000000001,0.0101028850814957,0.00284524999999999,3.55078994165563
Chr_01,MgIM767.01G003700,0.1951905,0.202105711035122,0.301891237189762,0.0133799799317703,0.0080167359642549,0.00375700000000001,0.00225099999999998,0.0106983579480126,0.00300399999999999,3.56137082157543
Chr_01,MgIM767.01G003800,0.1989475,0.21046453243285,0.315271217121532,0.0139564503520133,0.0133799799317703,0.0039315,0.00375700000000001,0.0136682151418918,0.00384425000000001,3.555495907366
Chr_01,MgIM767.01G003900,0.202879,0.221443878863537,0.329227667473546,0.0131143688910043,0.0139564503520133,0.0037015,0.0039315,0.0135354096215088,0.0038165,3.5465504052165
Chr_01,MgIM767.01G004000,0.2065805,0.255892785082971,0.34234203636455,0.0073556343584168,0.0131143688910043,0.00207750000000001,0.0037015,0.0102350016247105,0.0028895,3.54213587980983
Chr_01,MgIM767.01G004100,0.208658,0.287841897797288,0.349697670722967,0.0107304648589329,0.0073556343584168,0.00303049999999999,0.00207750000000001,0.00904304960867486,0.002554,3.54073986244121
Chr_01,MgIM767.01G004200,0.2116885,0.37351981998741,0.3604281355819,0.0144063497425219,0.0107304648589329,0.0040645,0.00303049999999999,0.0125684073007274,0.0035475,3.54289141669554
Chr_01,MgIM767.01G004300,0.215753,0.414636190169621,0.374834485324422,0.00917783172758424,0.0144063497425219,0.00258449999999999,0.0040645,0.0117920907350531,0.00332449999999999,3.54702684164629
Chr_01,MgIM767.01G004400,0.2183375,0.424176861039917,0.384012317052006,0.0128161963125992,0.00917783172758424,0.00359950000000001,0.00258449999999999,0.0109970140200917,0.003092,3.55660220572178
Chr_01,MgIM767.01G004500,0.221937,0.437464400137471,0.396828513364605,0.0354637541237312,0.0128161963125992,0.00987250000000001,0.00359950000000001,0.0241399752181652,0.00673600000000001,3.58372553713853
Chr_01,MgIM767.01G004600,0.2318095,0.473908692328223,0.432292267488336,0.0136957785582313,0.0354637541237312,0.00376650000000001,0.00987250000000001,0.0245797663409812,0.00681950000000001,3.60433555846928
Chr_01,MgIM767.01G004700,0.235576,0.487812711222775,0.445988046046568,0.0181333176991929,0.0136957785582313,0.00493749999999998,0.00376650000000001,0.0159145481287121,0.004352,3.65683550751657
Chr_01,MgIM767.01G004800,0.2405135,0.506039471687888,0.46412136374576,0.00811125273097568,0.0181333176991929,0.00218850000000001,0.00493749999999998,0.0131222852150843,0.003563,3.68293157874945
Chr_01,MgIM767.01G004900,0.242702,0.515415802137964,0.472232616476736,0.0134621737633882,0.00811125273097568,0.00360250000000001,0.00218850000000001,0.0107867132471819,0.00289550000000001,3.72533698745705
Chr_01,MgIM767.01G005000,0.2463045,0.532740440370423,0.485694790240124,0.0146364387523099,0.0134621737633882,0.00387200000000001,0.00360250000000001,0.014049306257849,0.00373725000000001,3.75926316351568
Chr_01,MgIM767.01G005100,0.2501765,0.551361120241646,0.500331228992434,0.00766047552120974,0.0146364387523099,0.00200699999999998,0.00387200000000001,0.0111484571367598,0.0029395,3.79263722971927
Chr_01,MgIM767.01G005200,0.2521835,0.561012903429028,0.507991704513644,0.0151503357753457,0.00766047552120974,0.00392799999999999,0.00200699999999998,0.0114054056482777,0.00296749999999998,3.84343914011047
Chr_01,MgIM767.01G005300,0.2561115,0.57990289065376,0.52314204028899,0.00945420137857722,0.0151503357753457,0.00242249999999999,0.00392799999999999,0.0123022685769615,0.00317524999999999,3.8744251876109
Chr_01,MgIM767.01G005400,0.258534,0.589080516626362,0.532596241667567,0.0121025729437561,0.00945420137857722,0.00306800000000002,0.00242249999999999,0.0107783871611666,0.00274525000000001,3.92619512290925
Chr_01,MgIM767.01G005500,0.261602,0.599730230392742,0.544698814611323,0.0090163401283867,0.0121025729437561,0.00229449999999998,0.00306800000000002,0.0105594565360714,0.00268125,3.93825884795203
Chr_01,MgIM767.01G005600,0.2638965,0.607694952764632,0.55371515473971,0.00564760723944513,0.0090163401283867,0.00146050000000003,0.00229449999999998,0.00733197368391592,0.0018775,3.90517905934269
Chr_01,MgIM767.01G005700,0.265357,0.612764674718933,0.559362761979155,0.0390520631575126,0.00564760723944513,0.0105745,0.00146050000000003,0.0223498351984789,0.00601750000000001,3.71413962583778
Chr_01,MgIM767.01G005800,0.2759315,0.674937404483968,0.598414825136667,0.0172823906177338,0.0390520631575126,0.00492350000000003,0.0105745,0.0281672268876232,0.00774900000000001,3.634949914521
Chr_01,MgIM767.01G005900,0.280855,0.686686890690045,0.615697215754401,0.00537488842639311,0.0172823906177338,0.00155749999999999,0.00492350000000003,0.0113286395220635,0.00324050000000001,3.49595418054728
Chr_01,MgIM767.01G006000,0.2824125,0.690403723180339,0.621072104180794,0.00937522711806271,0.00537488842639311,0.002743,0.00155749999999999,0.00737505777222791,0.00215024999999999,3.4298606079423
Chr_01,MgIM767.01G006100,0.2851555,0.696732168455561,0.630447331298857,0.0265541132969704,0.00937522711806271,0.00791199999999997,0.002743,0.0179646702075166,0.00532749999999999,3.37206385875488
Chr_01,MgIM767.01G006200,0.2930675,0.714797764195295,0.657001444595827,0.0140318514431478,0.0265541132969704,0.00423400000000002,0.00791199999999997,0.0202929823700591,0.006073,3.34150870575648
Chr_01,MgIM767.01G006300,0.2973015,0.724465323897271,0.671033296038975,0.0175801429378165,0.0140318514431478,0.00531599999999999,0.00423400000000002,0.0158059971904821,0.004775,3.31015647968212
Chr_01,MgIM767.01G006400,0.3026175,0.735800368718135,0.688613438976792,0.0117710366831911,0.0175801429378165,0.00354700000000002,0.00531599999999999,0.0146755898105038,0.00443150000000001,3.31165289642419
Chr_01,MgIM767.01G006500,0.3061645,0.743112965037419,0.700384475659983,0.0359680553915184,0.0117710366831911,0.0106405,0.00354700000000002,0.0238695460373548,0.00709375000000001,3.36486992597071
Chr_01,MgIM767.01G006600,0.316805,0.76578322769955,0.736352531051501,0.0329142023204025,0.0359680553915184,0.00929750000000001,0.0106405,0.0344411288559605,0.009969,3.45482283638885
Chr_01,MgIM767.01G006700,0.3261025,0.831661891777315,0.769266733371904,0.0498515956971665,0.0329142023204025,0.013004,0.00929750000000001,0.0413828990087845,0.01115075,3.71122112941143
Chr_01,MgIM767.01G006800,0.3391065,0.91525721931637,0.81911832906907,0.0180720124946252,0.0498515956971665,0.00437100000000001,0.013004,0.0339618040958958,0.00868749999999999,3.90927241391607
Chr_01,MgIM767.01G006900,0.3434775,0.920976632370339,0.837190341563695,0.0184314466620155,0.0180720124946252,0.00427300000000003,0.00437100000000001,0.0182517295783203,0.00432200000000002,4.22298231798247
Chr_01,MgIM767.01G007000,0.3477505,0.926567813331129,0.855621788225711,0.0453355640825295,0.0184314466620155,0.00976149999999998,0.00427300000000003,0.0318835053722725,0.00701725,4.54358977837079
Chr_01,MgIM767.01G007100,0.357512,0.939340645755362,0.90095735230824,0.029723490772338,0.0453355640825295,0.0058725,0.00976149999999998,0.0375295274274338,0.00781699999999999,4.80101412657462
Chr_01,MgIM767.01G007200,0.3633845,0.947024757665551,0.930680843080578,0.0165655850701801,0.029723490772338,0.00310949999999999,0.0058725,0.0231445379212591,0.004491,5.15353772461793
Chr_01,MgIM767.01G007300,0.366494,0.951093509642517,0.947246428150759,0.0731055789331011,0.0165655850701801,0.0134485,0.00310949999999999,0.0448355820016406,0.00827900000000001,5.41557941800224
Chr_01,MgIM767.01G007400,0.3799425,0.968690747449955,1.02035200708386,0.0141767477164805,0.0731055789331011,0.00258649999999999,0.0134485,0.0436411633247908,0.00801750000000001,5.44323833174814
Chr_01,MgIM767.01G007500,0.382529,0.972075158766379,1.03452875480034,0.0220501012833105,0.0141767477164805,0.003998,0.00258649999999999,0.0181134244998955,0.00329225,5.50183749712067
Chr_01,MgIM767.01G007600,0.386527,0.977306504771817,1.05657885608365,0.0811637960939418,0.0220501012833105,0.014349,0.003998,0.0516069486886261,0.0091735,5.62565527755231
Chr_01,MgIM767.01G007700,0.400876,1.07420949997341,1.13774265217759,0.0421673744159152,0.0811637960939418,0.00716250000000002,0.014349,0.0616655852549285,0.01075575,5.73326688096399
Chr_01,MgIM767.01G007800,0.4080385,1.11284045137152,1.17991002659351,0.0367102824291303,0.0421673744159152,0.00604549999999998,0.00716250000000002,0.0394388284225228,0.006604,5.97196069390109
Chr_01,MgIM767.01G007900,0.414084,1.13986714784047,1.21662030902264,0.0254075880501723,0.0367102824291303,0.004075,0.00604549999999998,0.0310589352396513,0.00506024999999999,6.13782624171758
Chr_01,MgIM767.01G008000,0.418159,1.16282541841462,1.24202789707281,0.0209509121021263,0.0254075880501723,0.0032915,0.004075,0.0231792500761493,0.00368325,6.29315144943984
Chr_01,MgIM767.01G008100,0.4214505,1.18136950371397,1.26297880917494,0.0449196746324496,0.0209509121021263,0.00684600000000002,0.0032915,0.032935293367288,0.00506875000000001,6.49771509095692
Chr_01,MgIM767.01G008200,0.4282965,1.21993939827855,1.30789848380739,0.0230978798019554,0.0449196746324496,0.00340849999999998,0.00684600000000002,0.0340087772172025,0.00512725,6.63294694372276
Chr_01,MgIM767.01G008300,0.431705,1.23914265355511,1.33099636360934,0.0418492992171868,0.0230978798019554,0.00598549999999998,0.00340849999999998,0.0324735895095711,0.00469699999999998,6.91368735566772
Chr_01,MgIM767.01G008400,0.4376905,1.27286455012483,1.37284566282653,0.0269992307814164,0.0418492992171868,0.00373450000000003,0.00598549999999998,0.0344242649993016,0.00486,7.08318209862173
Chr_01,MgIM767.01G008500,0.441425,1.29390446704733,1.39984489360794,0.0282008123381288,0.0269992307814164,0.00379750000000001,0.00373450000000003,0.0276000215597726,0.00376600000000002,7.32873647365174
Chr_01,MgIM767.01G008600,0.4452225,1.35584310316472,1.42804570594607,0.0456382254838972,0.0282008123381288,0.00593050000000001,0.00379750000000001,0.036919518911013,0.00486400000000001,7.59036161821812
Chr_01,MgIM767.01G008700,0.451153,1.49809823640713,1.47368393142997,0.0159282273263719,0.0456382254838972,0.0020095,0.00593050000000001,0.0307832264051345,0.00397,7.75396131111701
Chr_01,MgIM767.01G008800,0.4531625,1.50149071564784,1.48961215875634,0.0150298295774347,0.0159282273263719,0.0018685,0.0020095,0.0154790284519033,0.001939,7.98299559149218
Chr_01,MgIM767.01G008900,0.455031,1.50464515578781,1.50464198833378,0.0236737299352308,0.0150298295774347,0.00289,0.0018685,0.0193517797563327,0.00237925,8.13356299520132
Chr_01,MgIM767.01G009000,0.457921,1.50952411324273,1.52831571826901,0.017679553064774,0.0236737299352308,0.00211699999999998,0.00289,0.0206766415000024,0.00250349999999999,8.25909386858496
Chr_01,MgIM767.01G009100,0.460038,1.513098076195,1.54599527133378,0.0197224874701039,0.017679553064774,0.00231199999999998,0.00211699999999998,0.0187010202674389,0.00221449999999998,8.44480481708697
Chr_01,MgIM767.01G009200,0.46235,1.51700124215893,1.56571775880389,0.0194430217502692,0.0197224874701039,0.00222450000000002,0.00231199999999998,0.0195827546101865,0.00226825,8.63341986561735
Chr_01,MgIM767.01G009300,0.4645745,1.52075668882276,1.58516078055416,0.0184121066327094,0.0194430217502692,0.00206200000000001,0.00222450000000002,0.0189275641914893,0.00214325000000001,8.83124422791985
Chr_01,MgIM767.01G009400,0.4666365,1.52423779964354,1.60357288718686,0.0183507451507472,0.0184121066327094,0.00201649999999998,0.00206200000000001,0.0183814258917283,0.00203924999999999,9.01381679133425
Chr_01,MgIM767.01G009500,0.468653,1.52764209642826,1.62192363233761,0.0101295986387475,0.0183507451507472,0.00109799999999999,0.00201649999999998,0.0142401718947474,0.00155724999999998,9.14443531529781
Chr_01,MgIM767.01G009600,0.469751,1.52949576261701,1.63205323097636,0.019650620630862,0.0101295986387475,0.00210200000000005,0.00109799999999999,0.0148901096348048,0.00160000000000002,9.30631852175286
Chr_01,MgIM767.01G009700,0.471853,1.62104550844794,1.65170385160722,0.0370464972946603,0.019650620630862,0.00387349999999997,0.00210200000000005,0.0283485589627611,0.00298775000000001,9.48826339645587
Chr_01,MgIM767.01G009800,0.4757265,1.72762345313109,1.68875034890188,0.0210880213061087,0.0370464972946603,0.00215949999999998,0.00387349999999997,0.0290672593003845,0.00301649999999998,9.636087949738
Chr_01,MgIM767.01G009900,0.477886,1.74268313535959,1.70983837020799,0.0160279377618531,0.0210880213061087,0.00162200000000001,0.00215949999999998,0.0185579795339809,0.00189075,9.81514189288954
Chr_01,MgIM767.01G010000,0.479508,1.7594021417102,1.72586630796984,0.038369730432769,0.0160279377618531,0.00382350000000004,0.00162200000000001,0.0271988340973111,0.00272275000000002,9.98947170959905
Chr_01,MgIM767.01G010100,0.4833315,1.81010822071063,1.76423603840261,0.045376820044595,0.038369730432769,0.00443099999999996,0.00382350000000004,0.041873275238682,0.00412725,10.1455630840589
Chr_01,MgIM767.01G010200,0.4877625,1.86689180091429,1.80961285844721,0.0501329608402727,0.045376820044595,0.00480649999999999,0.00443099999999996,0.0477548904424339,0.00461874999999998,10.3393538170358
Chr_01,MgIM767.01G010300,0.492569,1.89348095731806,1.85974581928748,0.0298309084289474,0.0501329608402727,0.002826,0.00480649999999999,0.0399819346346101,0.00381624999999999,10.4767598125411
Chr_01,MgIM767.01G010400,0.495395,1.90911415319802,1.88957672771643,0.0473859144821551,0.0298309084289474,0.00445100000000004,0.002826,0.0386084114555513,0.00363850000000002,10.6110791412811
Chr_01,MgIM767.01G010500,0.499846,1.93373671330478,1.93696264219858,0.120226064133171,0.0473859144821551,0.011191,0.00445100000000004,0.0838059893076628,0.00782099999999999,10.7155081585044
Chr_01,MgIM767.01G010550,0.511037,1.9987453102144,2.05718870633175,0.0541804739242178,0.120226064133171,0.00504900000000008,0.011191,0.0872032690286941,0.00812000000000002,10.7393188458983
Chr_01,MgIM767.01G010600,0.516086,2.02964740156806,2.11136918025597,0.0904005168988355,0.0541804739242178,0.00852199999999992,0.00504900000000008,0.0722904954115267,0.0067855,10.6536725976754
Chr_01,MgIM767.01G010700,0.524608,2.23684886384141,2.20176969715481,0.0378415716823008,0.0904005168988355,0.00362899999999999,0.00852199999999992,0.0641210442905682,0.00607549999999996,10.5540357650512
Chr_01,MgIM767.01G010800,0.528237,2.26048338776155,2.23961126883711,0.042172814248155,0.0378415716823008,0.00398950000000009,0.00362899999999999,0.0400071929652279,0.00380925000000004,10.5026430308401
Chr_01,MgIM767.01G010900,0.5322265,2.28438272145568,2.28178408308526,0.095654063353364,0.042172814248155,0.0085639999999999,0.00398950000000009,0.0689134388007595,0.00627675,10.9791594058644
Chr_01,MgIM767.01G011000,0.5407905,2.37804261512327,2.37743814643863,0.0271978208904118,0.095654063353364,0.00234100000000004,0.0085639999999999,0.0614259421218879,0.00545249999999997,11.2656473400987
Chr_01,MgIM767.01G011100,0.5431315,2.38334035776441,2.40463596732904,0.0328402894968689,0.0271978208904118,0.00278350000000005,0.00234100000000004,0.0300190551936403,0.00256225000000004,11.7158962605678
Chr_01,MgIM767.01G011200,0.545915,2.38963948917903,2.43747625682591,0.0207339608875645,0.0328402894968689,0.00173599999999996,0.00278350000000005,0.0267871251922167,0.00225975000000001,11.8540215476122
Chr_01,MgIM767.01G011300,0.547651,2.39356810140671,2.45821021771347,0.0151546462816543,0.0207339608875645,0.00125949999999997,0.00173599999999996,0.0179443035846094,0.00149774999999996,11.9808403168819
Chr_01,MgIM767.01G011400,0.5489105,2.39641838199472,2.47336486399513,0.0127317478099633,0.0151546462816543,0.00105250000000001,0.00125949999999997,0.0139431970458088,0.00115599999999999,12.0615891399731
Chr_01,MgIM767.01G011500,0.549963,2.39880021630903,2.48609661180509,0.0108787129192716,0.0127317478099633,0.000895500000000049,0.00105250000000001,0.0118052303646174,0.00097400000000003,12.120359717266
Chr_01,MgIM767.01G011600,0.5508585,2.40082675562348,2.49697532472436,0.0240102678697332,0.0108787129192716,0.00196499999999999,0.000895500000000049,0.0174444903945024,0.00143025000000002,12.1968120220256
Chr_01,MgIM767.01G011700,0.5528235,2.43917227752488,2.52098559259409,0.0435151471127058,0.0240102678697332,0.00352649999999999,0.00196499999999999,0.0337627074912195,0.00274574999999999,12.2963516311462
Chr_01,MgIM767.01G011800,0.55635,2.59934084943982,2.5645007397068,0.0200721744760046,0.0435151471127058,0.001614,0.00352649999999999,0.0317936607943552,0.00257025,12.3698709442098
Chr_01,MgIM767.01G011900,0.557964,2.67264641446767,2.5845729141828,0.0107047185683293,0.0200721744760046,0.000858000000000025,0.001614,0.015388446522167,0.00123600000000001,12.4501994515913
Chr_01,MgIM767.01G012000,0.558822,2.71161554383192,2.59527763275113,0.0104824273354422,0.0107047185683293,0.000838499999999964,0.000858000000000025,0.0105935729518858,0.000848249999999995,12.4887391121554
Chr_01,MgIM767.01G012100,0.5596605,2.74969901116516,2.60576006008658,0.0525367806943908,0.0104824273354422,0.00418200000000002,0.000838499999999964,0.0315096040149165,0.00251024999999999,12.5523768608372
Chr_01,MgIM767.01G012200,0.5638425,2.80797825257042,2.65829684078097,0.0553586240485688,0.0525367806943908,0.00438249999999996,0.00418200000000002,0.0539477023714798,0.00428224999999999,12.5979805876537
Chr_01,MgIM767.01G012300,0.568225,2.85464027308754,2.71365546482954,0.0271172114897524,0.0553586240485688,0.00214300000000001,0.00438249999999996,0.0412379177691606,0.00326274999999998,12.6390062889161
Chr_01,MgIM767.01G012400,0.570368,2.87745754860796,2.74077267631929,0.0320011389890134,0.0271172114897524,0.00252949999999996,0.00214300000000001,0.0295591752393829,0.00233624999999998,12.6524024566648
Chr_01,MgIM767.01G012500,0.5728975,2.90439002570963,2.7727738153083,0.348110765620925,0.0320011389890134,0.028579,0.00252949999999996,0.190055952304969,0.01555425,12.2189081636832
Chr_01,MgIM767.01G012600,0.6014765,3.18925684067392,3.12088458092923,0.0708398021495085,0.348110765620925,0.00609800000000005,0.028579,0.209475283885217,0.0173385,12.0815113121214
Chr_01,MgIM767.01G012700,0.6075745,3.19671656264037,3.19172438307873,0.0457406325460323,0.0708398021495085,0.00381299999999996,0.00609800000000005,0.0582902173477704,0.0049555,11.7627317824176
Chr_01,MgIM767.01G012800,0.6113875,3.20138102965547,3.23746501562477,0.0244727914171947,0.0457406325460323,0.00200750000000005,0.00381299999999996,0.0351067119816135,0.00291025,12.063125841977
Chr_01,MgIM767.01G012900,0.613395,3.20383681710178,3.26193780704196,0.043501402918082,0.0244727914171947,0.003521,0.00200750000000005,0.0339870971676384,0.00276425000000002,12.29523276391
Chr_01,MgIM767.01G013000,0.616916,3.21722988868765,3.30543920996004,0.0374649266794642,0.043501402918082,0.00299099999999997,0.003521,0.0404831647987731,0.00325599999999998,12.4334044222277
Chr_01,MgIM767.01G013100,0.619907,3.23043416417113,3.34290413663951,0.0195645021009048,0.0374649266794642,0.00154900000000002,0.00299099999999997,0.0285147143901845,0.00226999999999999,12.5615481895086
Chr_01,MgIM767.01G013200,0.621456,3.23727248671339,3.36246863874041,0.0611745410181195,0.0195645021009048,0.00479699999999994,0.00154900000000002,0.0403695215595121,0.00317299999999998,12.7228243175267
Chr_01,MgIM767.01G013300,0.626253,3.32716083772486,3.42364317975853,0.0472240052344715,0.0611745410181195,0.00366600000000006,0.00479699999999994,0.0541992731262955,0.0042315,12.808524902823
Chr_01,MgIM767.01G013400,0.629919,3.3830876154889,3.470867184993,0.0697540556591418,0.0472240052344715,0.00537849999999995,0.00366600000000006,0.0584890304468066,0.00452225000000001,12.9336127915986
Chr_01,MgIM767.01G013500,0.6352975,3.48946795414385,3.54062124065215,0.0895215232709883,0.0697540556591418,0.0068815000000001,0.00537849999999995,0.0796377894650651,0.00613000000000002,12.9914827838605
Chr_01,MgIM767.01G013600,0.642179,3.74079469126811,3.63014276392313,0.0647938058809077,0.0895215232709883,0.00499749999999999,0.0068815000000001,0.077157664575948,0.00593950000000004,12.9905993056566
Chr_01,MgIM767.01G013700,0.6471765,3.81702117748051,3.69493656980404,0.0630299693056959,0.0647938058809077,0.00490049999999997,0.00499749999999999,0.0639118875933018,0.00494899999999998,12.9141013524555
Chr_01,MgIM767.01G013800,0.652077,3.87006153222323,3.75796653910974,0.0743068460716225,0.0630299693056959,0.00585950000000002,0.00490049999999997,0.0686684076886592,0.00538,12.7636445517954
Chr_01,MgIM767.01G013900,0.6579365,3.93348158295581,3.83227338518136,0.0846198309050341,0.0743068460716225,0.00683599999999995,0.00585950000000002,0.0794633384883283,0.00634774999999999,12.5183472078025
Chr_01,MgIM767.01G014000,0.6647725,4.01439994811202,3.91689321608639,0.0692369097559746,0.0846198309050341,0.00577749999999999,0.00683599999999995,0.0769283703305044,0.00630674999999997,12.1977833797922
Chr_01,MgIM767.01G014100,0.67055,4.05020203676859,3.98613012584237,0.0404355759866704,0.0692369097559746,0.00347550000000008,0.00577749999999999,0.0548362428713225,0.00462650000000003,11.8526408454171
Chr_01,MgIM767.01G014200,0.6740255,4.07173906128194,4.02656570182904,0.14111996719996,0.0404355759866704,0.012988,0.00347550000000008,0.0907777715933151,0.00823175000000004,11.0277609977605
